deploymentID,locationID,locationName,latitude,longitude,coordinateUncertainty,deploymentStart,deploymentEnd,setupBy,cameraID,cameraModel,cameraDelay,cameraHeight,cameraDepth,cameraTilt,cameraHeading,detectionDistance,timestampIssues,baitUse,featureType,habitat,deploymentGroups,deploymentTags,deploymentComments
003c9299-5d3c-483d-b403-8986e0d1410a,c284d9ab-d6bb-4014-85d7-d27e2f6ffabd,CG_23SK05,53.0576192866,5.8614913769,,2023-05-02T11:00:00+02:00,2023-05-13T20:57:29+02:00,,,,,,,,,,,,,,,,
0294e934-888e-4b0e-8605-81a3abf4b77f,,,,,,,,,,,,,,,,,,,,,,,
033c6f2f-58dd-4626-bdc2-c7ff32296148,f7c7435e-3dbc-4c42-ad42-0dafb219418e,SK03,53.0599489211,5.863008639,,2023-05-13T14:31:03+02:00,2023-05-29T07:38:31+02:00,,,,,,,,,,,,,,,,
03b0165d-4931-4ff9-bbbb-0e8b628bd68c,,,,,,,,,,,,,,,,,,,,,,,
04898505-ffb6-40b7-b625-9e630bb58761,,,,,,,,,,,,,,,,,,,,,,,
06455072-5f1c-4f63-9827-9f202136f325,d3b636b4-a64d-4625-99d1-8a0304ed7814,SK09,53.0621554297,5.8658282814,,2023-03-26T10:50:33+02:00,2023-04-25T19:53:26+02:00,,,,,,,,,,,,,,,,
08f1eae6-97df-4e11-af6d-94054d6fe09c,2f0a36b9-746c-4e44-b1bc-e6f7353630ea,CG_23SK24,53.0559152384,5.8701167222,,2023-03-26T13:56:59+02:00,2023-04-17T12:10:35+02:00,,,,,,,,,,,,,,,,
0954cf89-af8f-46cb-bc37-4419e0907218,ba1405c0-0512-4de7-ab4e-b01015519aa0,CG_23SK20,53.0629262272,5.8812075043,,2023-05-22T18:59:29+02:00,2023-05-23T16:00:18+02:00,,,,,,,,,,,,,,,,
097036db-6d8b-4b09-b240-c7d965ade8c4,b18237ea-1ede-41af-985f-10750305172f,CG_23SK01,53.0602088711,5.8608618231,,2023-05-20T21:09:52+02:00,2023-05-24T18:41:55+02:00,,,,,,,,,,,,,,,,
097d1ca8-4d84-491c-8dce-dd678cb58d23,5ddd7685-5a4f-4d14-afe7-c9cc016d8c75,SK06,53.0668117152,5.8670454133,,2023-05-22T15:54:47+02:00,2023-05-30T08:42:47+02:00,,,,,,,,,,,,,,,,
09b362ee-fe7d-4dac-975f-94516e5ef98f,b4f615ea-6843-46ba-8863-732585dc3b26,SK04,53.0598376908,5.8668709353,,2023-05-26T07:38:44+02:00,2023-06-03T16:41:45+02:00,,,,,,,,,,,,,,,,
09b57639-21fd-40c8-8b70-1208cabca6aa,01f3b90a-160f-4650-9e1b-a60defd778e5,CG_23SK02,53.0613523348,5.8643316686,,2023-06-02T14:36:55+02:00,2023-06-03T14:04:56+02:00,,,,,,,,,,,,,,,,
0a3cd902-2c43-466c-9dff-e5878abac473,5ddd7685-5a4f-4d14-afe7-c9cc016d8c75,SK06,53.0668117152,5.8670454133,,2023-05-16T14:37:34+02:00,2023-05-17T15:47:35+02:00,,,,,,,,,,,,,,,,
0a618924-022c-42c1-a678-3f15a5df17d0,697e5d53-e5d7-4c93-85d2-74324421b87b,CG_23SK21,53.0585132784,5.8664025732,,2023-03-26T13:37:44+02:00,2023-04-06T16:35:28+02:00,,,,,,,,,,,,,,,,
0a7d1531-811b-4db6-a347-5351b03230d4,b18237ea-1ede-41af-985f-10750305172f,CG_23SK01,53.0602088711,5.8608618231,,2023-03-26T10:37:31+02:00,2023-04-17T17:39:57+02:00,,,,,,,,,,,,,,,,
0a98bee5-b822-40bd-bc8d-fce6161b8761,21c176f0-5c95-4c89-b23c-03035c878a99,CG_23SK11,53.063155043,5.8702661041,,2023-06-07T09:45:13+02:00,2023-06-07T14:56:41+02:00,,,,,,,,,,,,,,,,
0b0ba9ec-b6d9-4357-a859-891ed7a08c87,7ca6dff1-d228-4ac3-8a10-2731fbc7897d,CG_23SK28,53.0542098637,5.867175816,,2023-04-05T17:00:00+02:00,2023-04-25T07:00:00+02:00,,,,,,,,,,,,,,,,
0bd30f41-d690-42d3-b070-ac4f85746927,,,,,,,,,,,,,,,,,,,,,,,
0c156d9e-8f10-46fd-b5f4-4e88220f4454,,,,,,,,,,,,,,,,,,,,,,,
0c50ea60-408e-4f98-9ea1-7ccb1667f763,,,,,,,,,,,,,,,,,,,,,,,
0f3bc588-0c9a-4f9a-9be7-27d0c49c2b83,2f0a36b9-746c-4e44-b1bc-e6f7353630ea,CG_23SK24,53.0559152384,5.8701167222,,2023-04-25T08:00:00+02:00,2023-05-03T11:14:13+02:00,,,,,,,,,,,,,,,,
0f80ea37-e1b7-4cf3-8a8f-29069f4ce16f,,,,,,,,,,,,,,,,,,,,,,,
0fcfb5f8-e3d9-4ba7-9449-e51360e69664,,,,,,,,,,,,,,,,,,,,,,,
0ff1edb4-d6d5-46cd-b960-d512ba433cbc,,,,,,,,,,,,,,,,,,,,,,,
0ff6a19d-72ea-4e9d-8f55-58fad90021ed,5ddd7685-5a4f-4d14-afe7-c9cc016d8c75,SK06,53.0668117152,5.8670454133,,2023-05-18T14:02:19+02:00,2023-05-18T14:12:53+02:00,,,,,,,,,,,,,,,,
1091104a-447b-4c22-981a-dc2c9a8d1076,,,,,,,,,,,,,,,,,,,,,,,
13b309ed-6821-4895-9a53-4ca3adc9fc7c,c284d9ab-d6bb-4014-85d7-d27e2f6ffabd,CG_23SK05,53.0576192866,5.8614913769,,2023-05-13T20:57:30+02:00,2023-05-15T22:00:00+02:00,,,,,,,,,,,,,,,,
13d2eb48-e187-449d-9ffb-099af9657b30,01f3b90a-160f-4650-9e1b-a60defd778e5,CG_23SK02,53.0613523348,5.8643316686,,2023-06-04T16:00:19+02:00,2023-06-04T18:16:15+02:00,,,,,,,,,,,,,,,,
13fb603b-5d04-41af-b052-3578afc37196,2f393075-c92a-4c4b-854e-a0d86ca39f76,CG_23SK26,53.0535731272,5.8638561511,,2023-05-22T20:30:28+02:00,2023-06-04T19:58:21+02:00,,,,,,,,,,,,,,,,
146499c3-62db-4aca-924c-754a4ad27c46,,,,,,,,,,,,,,,,,,,,,,,
155141f3-54f7-467d-ada5-dbac4d75403f,dcbc885c-431d-4629-abbb-3966438f7f64,SK30,53.0576154728,5.8685330976,,2023-05-22T21:00:00+02:00,2023-06-02T11:55:25+02:00,,,,,,,,,,,,,,,,
157ef1aa-9a14-4b58-ae51-fbceb81ef64c,dcbc885c-431d-4629-abbb-3966438f7f64,SK30,53.0576154728,5.8685330976,,2023-03-26T13:30:10+02:00,2023-04-06T16:01:44+02:00,,,,,,,,,,,,,,,,
16622680-5b6d-4321-80b7-87f5d79cee1f,,,,,,,,,,,,,,,,,,,,,,,
1689590d-c5f5-4ec8-911a-094659528f4f,5ddd7685-5a4f-4d14-afe7-c9cc016d8c75,SK06,53.0668117152,5.8670454133,,2023-05-17T15:47:35+02:00,2023-05-18T11:08:43+02:00,,,,,,,,,,,,,,,,
185309e4-14b7-4b3f-b608-3370a4bb6bf6,,,,,,,,,,,,,,,,,,,,,,,
1a9b0ff0-5b4d-4039-af26-f35f2a43be9f,,,,,,,,,,,,,,,,,,,,,,,
1aecb010-f62f-4e26-9f08-aaa2259fd842,,,,,,,,,,,,,,,,,,,,,,,
1ca9dade-5fed-4963-8a0c-a6f88696757f,35434171-5370-4bdc-8cba-092e3fc36fdc,SK18,53.0633547582,5.8794717252,,2023-05-16T14:03:56+02:00,2023-05-19T15:26:08+02:00,,,,,,,,,,,,,,,,
1d4a7c01-c714-43b5-8b71-efdf9831d1eb,21c176f0-5c95-4c89-b23c-03035c878a99,CG_23SK11,53.063155043,5.8702661041,,2023-04-11T22:31:51+02:00,2023-04-25T07:58:59+02:00,,,,,,,,,,,,,,,,
1dcff7a8-8806-4eb6-b3c6-ea136d9baaac,2f0a36b9-746c-4e44-b1bc-e6f7353630ea,CG_23SK24,53.0559152384,5.8701167222,,2023-05-31T23:00:00+02:00,2023-06-08T16:33:59+02:00,,,,,,,,,,,,,,,,
1e37fb77-8c45-4829-ad02-fcca93669fc4,697e5d53-e5d7-4c93-85d2-74324421b87b,CG_23SK21,53.0585132784,5.8664025732,,2023-04-28T13:03:27+02:00,2023-04-30T18:09:19+02:00,,,,,,,,,,,,,,,,
1e58d10e-a8a1-4b3f-a7cf-f1f6dcd5baca,0bbd89df-8437-4029-8d21-7de4ac8de442,SK16,53.0623632742,5.8773121455,,2023-03-26T08:41:29+02:00,2023-04-06T15:14:16+02:00,,,,,,,,,,,,,,,,
1f7720a0-b445-4ecd-afab-80062c32fbd3,99409599-e643-4af6-bce7-bd38e0ee52fa,SK10,53.0563689581,5.8589503191,,2023-05-28T15:34:21+02:00,2023-05-31T11:56:18+02:00,,,,,,,,,,,,,,,,
1ff7b063-314c-4e94-9bd3-9722147682a4,d3b636b4-a64d-4625-99d1-8a0304ed7814,SK09,53.0621554297,5.8658282814,,2023-04-25T20:00:00+02:00,2023-04-30T08:19:15+02:00,,,,,,,,,,,,,,,,
214661cd-74b6-4c54-a66e-b44df0aff6e8,,,,,,,,,,,,,,,,,,,,,,,
2147714b-10a5-4628-86bb-ac14f2782064,01f3b90a-160f-4650-9e1b-a60defd778e5,CG_23SK02,53.0613523348,5.8643316686,,2023-04-05T13:40:33+02:00,2023-04-29T03:07:46+02:00,,,,,,,,,,,,,,,,
214d0508-bbb6-458a-bb07-fb865efd453d,dcbc885c-431d-4629-abbb-3966438f7f64,SK30,53.0576154728,5.8685330976,,2023-04-29T09:00:00+02:00,2023-05-22T20:00:00+02:00,,,,,,,,,,,,,,,,
2185c9dc-c960-4853-af65-659d75c74854,,,,,,,,,,,,,,,,,,,,,,,
2284e339-4e1c-4777-816d-ad663857a31d,54a8b24d-2835-4d99-9f43-90857e673677,SK17,53.0608993206,5.8762460404,,2023-03-26T08:36:31+02:00,2023-04-06T07:43:51+02:00,,,,,,,,,,,,,,,,
231ef290-51d5-4121-95dc-b8d6a44527c0,54a8b24d-2835-4d99-9f43-90857e673677,SK17,53.0608993206,5.8762460404,,2023-06-06T16:59:02+02:00,2023-06-07T16:44:01+02:00,,,,,,,,,,,,,,,,
23ef7172-8efa-47c8-84a3-3e0cf94d1f62,,,,,,,,,,,,,,,,,,,,,,,
23f72ae7-f29f-4031-840f-670f506bcd0a,f7c7435e-3dbc-4c42-ad42-0dafb219418e,SK03,53.0599489211,5.863008639,,2023-05-02T10:34:14+02:00,2023-05-12T12:49:44+02:00,,,,,,,,,,,,,,,,
25112d1a-64e7-4416-bdfe-d661cd503d19,b4f615ea-6843-46ba-8863-732585dc3b26,SK04,53.0598376908,5.8668709353,,2023-03-26T10:57:43+02:00,2023-04-14T11:40:53+02:00,,,,,,,,,,,,,,,,
25f2d5ca-b689-4cd3-b456-f96a7426a0f0,,,,,,,,,,,,,,,,,,,,,,,
26608bff-e07e-48cb-b1ec-a431f0d373b7,4023449e-5faf-464f-a6d7-9dcfbd567f05,SK22,53.0604891582,5.8694973411,,2023-06-03T14:19:36+02:00,2023-06-04T13:49:13+02:00,,,,,,,,,,,,,,,,
26f40780-ecc7-4686-a829-1de8cfee84a1,f2d8bbca-8bf3-4194-bd50-b935744c8b57,CG_23SK19,53.064099671,5.8749396983,,2023-04-11T14:34:38+02:00,2023-04-25T07:32:53+02:00,,,,,,,,,,,,,,,,
2868aef0-4c9d-4ff5-83ca-1b07d60bb493,0bbd89df-8437-4029-8d21-7de4ac8de442,SK16,53.0623632742,5.8773121455,,2023-05-13T13:59:13+02:00,2023-05-18T13:05:35+02:00,,,,,,,,,,,,,,,,
28b9a49c-d642-4292-b5ac-b000ffcb6a70,,,,,,,,,,,,,,,,,,,,,,,
2ad7e2e0-02c5-405e-900c-d8d73921462a,54a8b24d-2835-4d99-9f43-90857e673677,SK17,53.0608993206,5.8762460404,,2023-04-24T21:26:48+02:00,2023-04-25T07:48:16+02:00,,,,,,,,,,,,,,,,
2b480e58-22ad-45e8-b724-c8c3d29bdb12,,,,,,,,,,,,,,,,,,,,,,,
2d185ff3-1672-4902-b3b0-57be00704f91,b18237ea-1ede-41af-985f-10750305172f,CG_23SK01,53.0602088711,5.8608618231,,2023-05-24T18:41:56+02:00,2023-05-30T10:12:12+02:00,,,,,,,,,,,,,,,,
2d1e11a0-f930-4ba6-a02c-cdd891758ce0,,,,,,,,,,,,,,,,,,,,,,,
2e5cb0af-29f8-48d8-a650-3da855731af9,99409599-e643-4af6-bce7-bd38e0ee52fa,SK10,53.0563689581,5.8589503191,,2023-05-31T11:56:19+02:00,2023-05-31T14:44:38+02:00,,,,,,,,,,,,,,,,
2f17943e-98e9-4165-a9c9-43be5bdacb37,,,,,,,,,,,,,,,,,,,,,,,
2fb5b96b-ae0c-4ab3-98e9-f6e006b983e3,,,,,,,,,,,,,,,,,,,,,,,
31abc6cf-41da-4a5b-ba34-c81a75af848b,,,,,,,,,,,,,,,,,,,,,,,
31ec9404-e2ed-4e9f-badd-d937c9eb7747,,,,,,,,,,,,,,,,,,,,,,,
3343b5b3-bd78-41a6-bf94-d0a524f2a55a,0bbd89df-8437-4029-8d21-7de4ac8de442,SK16,53.0623632742,5.8773121455,,2023-04-06T15:19:05+02:00,2023-04-25T07:38:40+02:00,,,,,,,,,,,,,,,,
349f9130-a33a-4ead-822a-434363661dac,c284d9ab-d6bb-4014-85d7-d27e2f6ffabd,CG_23SK05,53.0576192866,5.8614913769,,2023-04-20T14:27:35+02:00,2023-05-02T10:00:00+02:00,,,,,,,,,,,,,,,,
351ce0b7-e54b-429f-b84f-9a63c3efa24e,,,,,,,,,,,,,,,,,,,,,,,
354cd129-a984-4958-b75f-816fe3f1414f,0bbd89df-8437-4029-8d21-7de4ac8de442,SK16,53.0623632742,5.8773121455,,2023-05-18T13:05:35+02:00,2023-05-19T13:16:23+02:00,,,,,,,,,,,,,,,,
355e824d-dc70-4d97-9428-43eeb3692c3b,,,,,,,,,,,,,,,,,,,,,,,
361ea7d2-5e02-4825-82c9-721184b23e78,ba1405c0-0512-4de7-ab4e-b01015519aa0,CG_23SK20,53.0629262272,5.8812075043,,2023-05-23T17:00:00+02:00,2023-06-06T13:45:15+02:00,,,,,,,,,,,,,,,,
36dd2e85-bcc1-47df-8b6e-c880236dff4a,99409599-e643-4af6-bce7-bd38e0ee52fa,SK10,53.0563689581,5.8589503191,,2023-04-05T14:01:56+02:00,2023-04-29T14:30:33+02:00,,,,,,,,,,,,,,,,
3801334c-f776-4417-93fb-aed5d57117ad,ba1405c0-0512-4de7-ab4e-b01015519aa0,CG_23SK20,53.0629262272,5.8812075043,,2023-06-07T13:05:48+02:00,2023-06-07T15:40:08+02:00,,,,,,,,,,,,,,,,
392d37a3-6c26-44de-a7ab-50da8d3b70de,7ca6dff1-d228-4ac3-8a10-2731fbc7897d,CG_23SK28,53.0542098637,5.867175816,,2023-05-23T11:36:20+02:00,2023-05-23T19:58:03+02:00,,,,,,,,,,,,,,,,
3a2010e5-fe20-44da-b954-35e65425057e,c284d9ab-d6bb-4014-85d7-d27e2f6ffabd,CG_23SK05,53.0576192866,5.8614913769,,2023-03-26T12:00:00+02:00,2023-04-09T23:47:55+02:00,,,,,,,,,,,,,,,,
3a32c0e8-337f-4e70-8384-e70ac0b87d7d,,,,,,,,,,,,,,,,,,,,,,,
3b26e63e-bc67-4e48-9dbe-3aef9c74a6c9,ba1405c0-0512-4de7-ab4e-b01015519aa0,CG_23SK20,53.0629262272,5.8812075043,,2023-06-06T13:45:16+02:00,2023-06-07T13:05:47+02:00,,,,,,,,,,,,,,,,
3b3c90a7-1836-47bb-950f-d7372a9b8e38,2f0a36b9-746c-4e44-b1bc-e6f7353630ea,CG_23SK24,53.0559152384,5.8701167222,,2023-05-06T19:19:19+02:00,2023-05-06T21:27:21+02:00,,,,,,,,,,,,,,,,
3b7dd922-80e3-42bd-bd87-ec7d953e4a33,,,,,,,,,,,,,,,,,,,,,,,
3b9ca8d4-9875-4c05-8caa-dde3593ae914,f2d8bbca-8bf3-4194-bd50-b935744c8b57,CG_23SK19,53.064099671,5.8749396983,,2023-03-26T08:23:00+02:00,2023-04-11T14:34:37+02:00,,,,,,,,,,,,,,,,
3bcde4a4-838f-41f3-a880-b9526b49e599,,,,,,,,,,,,,,,,,,,,,,,
3c8720c0-9f72-4429-a9a5-6555a37fdca4,,,,,,,,,,,,,,,,,,,,,,,
3d0bfc9f-ad4c-463b-82f8-0e3cddc5e66a,d3b636b4-a64d-4625-99d1-8a0304ed7814,SK09,53.0621554297,5.8658282814,,2023-05-26T07:14:14+02:00,2023-06-07T19:28:09+02:00,,,,,,,,,,,,,,,,
3d39f35d-1b7e-4713-a740-a540176b09f7,37bec7be-273f-4606-bd41-ff5696a9ed34,CG_23SK14,53.065628152,5.8712071571,,2023-05-22T16:44:49+02:00,2023-05-22T18:46:33+02:00,,,,,,,,,,,,,,,,
3ebb29fb-e0b8-40c1-96e7-7b15412e99ba,,,,,,,,,,,,,,,,,,,,,,,
3f6624a2-8b41-46e1-963c-900db187737c,4023449e-5faf-464f-a6d7-9dcfbd567f05,SK22,53.0604891582,5.8694973411,,2023-06-04T13:49:14+02:00,2023-06-04T15:03:46+02:00,,,,,,,,,,,,,,,,
3fc59a15-54bf-4aea-9e9a-d7ad2325bf51,,,,,,,,,,,,,,,,,,,,,,,
418c0ad9-c123-42a0-9465-7d8f3eb1154e,2f393075-c92a-4c4b-854e-a0d86ca39f76,CG_23SK26,53.0535731272,5.8638561511,,2023-05-03T12:10:25+02:00,2023-05-12T05:11:42+02:00,,,,,,,,,,,,,,,,
41cc36ff-535d-4800-9923-68150a105cfa,,,,,,,,,,,,,,,,,,,,,,,
4262b7f5-ab14-4100-978c-1078e3a55dc0,a32e8779-6b1f-4104-9e58-94f62f40b141,CG_23SK13,53.0657807461,5.8746308503,,2023-04-25T07:51:23+02:00,2023-05-19T10:47:22+02:00,,,,,,,,,,,,,,,,
43e838dc-ded9-4057-91cb-f434cca04ea7,e6bf756d-1945-496c-b651-5918c6615da3,SK07,53.0651426652,5.8657109953,,2023-03-26T09:25:33+02:00,2023-04-25T08:02:32+02:00,,,,,,,,,,,,,,,,
44c15d43-5b8f-4d2d-817f-bf5a01532770,4023449e-5faf-464f-a6d7-9dcfbd567f05,SK22,53.0604891582,5.8694973411,,2023-03-26T14:00:00+02:00,2023-04-27T03:24:17+02:00,,,,,,,,,,,,,,,,
4546d3e7-b776-42ca-94d6-98af62429880,37bec7be-273f-4606-bd41-ff5696a9ed34,CG_23SK14,53.065628152,5.8712071571,,2023-04-19T05:57:08+02:00,2023-04-25T07:25:46+02:00,,,,,,,,,,,,,,,,
46518e7a-cea0-4cd6-a877-39ff488fc04a,35434171-5370-4bdc-8cba-092e3fc36fdc,SK18,53.0633547582,5.8794717252,,2023-05-22T18:53:30+02:00,2023-05-23T10:33:28+02:00,,,,,,,,,,,,,,,,
47e862f9-b4fb-41c2-823f-6c55701b56b6,,,,,,,,,,,,,,,,,,,,,,,
